GenomeID	Kingdom	Phylum	Class	Order	Family	Genus	Species
GCA_034148945.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_nordii
GCA_034152485.1	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Eisenbergiella	unclassified_Eisenbergiella
GCA_034152605.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas	Butyricimonas_paravirosa
GCA_034167125.1	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter_trogontum
GCA_034167975.1	Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalicoccus	unclassified_Faecalicoccus
GCA_034168825.1	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	unclassified_Campylobacter
GCA_034168905.1	Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Coprobacillaceae	Sharpea	Sharpea_porci
GCA_034169065.1	Bacteria	Bacillota	Clostridia	Peptostreptococcales	Anaerovoracaceae	Lentihominibacter	unclassified_Lentihominibacter
GCA_034169095.1	Bacteria	Fusobacteriati	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
GCA_034170185.1	Bacteria	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	unclassified_Bifidobacterium
GCA_034170345.1	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Faecousia	unclassified_Faecousia
GCA_034170905.1	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Trueperella	unclassified_Trueperella
GCA_034171005.1	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	unclassified_Desulfovibrio
GCA_034171045.1	Bacteria	Bacillota	Clostridia	Peptostreptococcales	Anaerovoracaceae	Hornefia	Hornefia_butyriciproducens
GCA_034172845.1	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	unclassified_Helicobacter
GCA_034173135.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidales_incertae_sedis	Candidatus_Cryptobacteroides	unclassified_Candidatus_Cryptobacteroides
GCA_034173145.1	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Porcincola	Porcincola_intestinalis
GCA_034174015.1	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	unclassified_Helicobacter
GCA_034175225.1	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	Ruminococcus_flavefaciens
GCA_034175545.1	Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella_caviae
GCA_034176415.1	Bacteria	Fusobacteriati	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
GCA_034176725.1	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	unclassified_Helicobacter
GCA_034177265.1	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	unclassified_Agathobacter
GCA_034178725.1	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	unclassified_Helicobacter
GCA_034179285.1	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Paratractidigestivibacter	Paratractidigestivibacter_faecalis
GCA_034179385.1	Bacteria	Mycoplasmatota	Mollicutes	Anaeroplasmatales	Anaeroplasmataceae	Anaeroplasma	unclassified_Anaeroplasma
GCA_034179595.1	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	unclassified_Clostridium
GCA_034179855.1	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Bergeyella	Bergeyella_zoohelcum
GCA_034179925.1	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Micrococcus	unclassified_Micrococcus
GCA_034180565.1	Bacteria	Bacillota	Tissierellia	Tissierellia_incertae_sedis	Ezakiella	unclassified_Ezakiella	Ezakiella_sp.
GCA_034180645.1	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Mobiluncus	unclassified_Mobiluncus
GCA_034181445.1	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_lanienae
GCA_034183155.1	Bacteria	Bacillota	Clostridia	Peptostreptococcales	Anaerovoracaceae	Hornefia	Hornefia_butyriciproducens
GCA_034183235.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	Actinobacillus_porcinus
GCA_034186635.1	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	unclassified_Treponema
GCA_034187745.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_faecalis
GCA_034203335.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_extremaustralis
GCA_034258515.1	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Pseudarthrobacter	Pseudarthrobacter_oxydans
GCA_034259205.1	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	Peredibacter_starrii
GCA_034259325.1	Bacteria	Myxococcota	Myxococcia	Myxococcales	Cystobacterineae	Archangiaceae	Hyalangium
GCA_034262375.1	Bacteria	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter_sabulilitoris
GCA_034263275.1	Bacteria	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	unclassified_Mucilaginibacter
GCA_034274695.1	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	unclassified_Chitinophaga
GCA_034296135.1	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aureibaculum	unclassified_Aureibaculum
GCA_034296245.1	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	unclassified_Bacillus_(in:_firmicutes)
GCA_034297255.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia_wenshanensis
GCA_034300035.1	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces_atratus
GCA_034313845.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Actimicrobium	unclassified_Actimicrobium
GCA_034313965.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	unclassified_Herbaspirillum
GCA_034314045.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Glaciimonas	unclassified_Glaciimonas
GCA_034314085.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Undibacterium	unclassified_Undibacterium
GCA_034314105.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	unclassified_Pseudomonas
GCA_034314155.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	unclassified_Pseudomonas
GCA_034314205.1	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Cryobacterium	unclassified_Cryobacterium
GCA_034314365.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	unclassified_Sphingomonas
GCA_034314425.1	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Cryobacterium	unclassified_Cryobacterium
GCA_034317065.1	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_suis
GCA_034317115.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia_marcescens
GCA_034317225.1	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_suis
GCA_034317865.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia_cepacia_complex
GCA_034317925.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia_cepacia_complex
GCA_034321765.1	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_polymyxa
GCA_034321785.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Aurantimonadaceae	Fulvimarina	Fulvimarina_uroteuthidis
GCA_034321965.1	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_polymyxa
GCA_034322225.1	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aquimarina	unclassified_Aquimarina
GCA_034331125.1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Proteiniphilum	unclassified_Proteiniphilum
GCA_034334985.1	Bacteria	Bacillota	Clostridia	Eubacteriales	Acutalibacteraceae	Acutalibacter	Acutalibacter_intestini
GCA_034335015.1	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Neglectibacter	Neglectibacter_caecimuris
GCA_034335085.1	Bacteria	Bacillota	Clostridia	Eubacteriales	Acutalibacteraceae	Acutalibacter	Acutalibacter_caecimuris
GCA_034343125.1	Bacteria	Bacillota	Bacillota_incertae_sedis	Caldicellulosiruptorales	Caldicellulosiruptoraceae	Anaerocellum	Anaerocellum_danielii
GCA_034345625.1	Bacteria	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	unclassified_Mucilaginibacter
GCA_034346205.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	unclassified_Pseudomonas
GCA_034347385.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Actimicrobium	unclassified_Actimicrobium
GCA_034347405.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	unclassified_Pseudomonas
GCA_034347425.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Undibacterium	unclassified_Undibacterium
GCA_034351645.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	unclassified_Pseudomonas
GCA_034354675.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	unclassified_Pseudomonas
GCA_034359465.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Candidatus_Midichloriaceae	Candidatus_Bandiella	Candidatus_Bandiella_woodruffii
GCA_034365885.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kluyvera	Kluyvera_ascorbata
GCA_034366625.1	Bacteria	PVC_group	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter
GCA_034366685.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Nevskiales	Nevskiaceae	Hydrocarboniphaga	unclassified_Hydrocarboniphaga
GCA_034366785.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsieae	Candidatus_Trichorickettsia
GCA_034367165.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Phaeovulum	unclassified_Phaeovulum
GCA_034371225.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax	unclassified_Rhodoferax
GCA_034371605.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Limimaricola	Limimaricola_variabilis
GCA_034372165.1	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Christiangramia	unclassified_Christiangramia
GCA_034373425.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Idiomarina	unclassified_Idiomarina
GCA_034375205.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Pelagerythrobacter	Pelagerythrobacter_marinus
GCA_034376045.1	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Roseivirgaceae	Roseivirga	Roseivirga_spongicola
GCA_034376465.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Nitratireductor	Nitratireductor_rhodophyticola
GCA_034376615.1	Bacteria	Bacillota	Bacilli	Bacillales	Anoxybacillaceae	Geobacillus	Geobacillus_subterraneus
GCA_034376665.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Allopontixanthobacter	unclassified_Allopontixanthobacter
GCA_034376865.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter	Sulfitobacter_faviae
GCA_034377145.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Sulfitobacter	unclassified_Sulfitobacter
GCA_034377285.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Thalassobaculaceae	Thalassobaculum	unclassified_Thalassobaculum
GCA_034377405.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Parvibaculaceae	Parvibaculum	unclassified_Parvibaculum
GCA_034380315.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	unclassified_Sphingopyxis
GCA_034387475.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	unclassified_Pseudomonas
GCA_034398915.1	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_cereus_group
GCA_034399055.1	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_cereus_group
GCA_034420015.1	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter_pylori
GCA_034420055.1	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter_pylori
GCA_034420095.1	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter_pylori
GCA_034420155.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Telluria_group	Massilia
GCA_034421375.1	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium_invictum
GCA_034421675.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	unclassified_Hydrogenophaga
GCA_034421775.1	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_perfringens
GCA_034421895.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium_huakuii
GCA_034422975.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Idiomarina	unclassified_Idiomarina
GCA_034423995.1	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_suis
GCA_034424175.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kluyvera	Kluyvera_intermedia
GCA_034424215.1	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Niabella	Niabella_yanshanensis
GCA_034424235.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas_testosteroni
GCA_034424315.1	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga_sancti
GCA_034424375.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia_kururiensis
GCA_034424435.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium_capsulatum
GCA_034424665.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas_bullata
GCA_034425275.1	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_cecorum
GCA_034427435.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Azospirillaceae	Nitrospirillum	unclassified_Nitrospirillum
GCA_034427455.1	Bacteria	Bacillota	Bacilli	Bacillales	Caryophanaceae	Jeotgalibacillus	Jeotgalibacillus_haloalkalitolerans
GCA_034427475.1	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora_sicca
GCA_034427655.1	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Robertmurraya	Robertmurraya_mangrovi
GCA_034427695.1	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_subtilis_group
GCA_034427735.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sphaerotilaceae	Azohydromonas	Azohydromonas_lata
GCA_034427795.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	unclassified_Janthinobacterium
GCA_034427815.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	unclassified_Pseudomonas
GCA_034427855.1	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_bingmayongensis
GCA_034427935.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Chelativorans	unclassified_Chelativorans
GCA_034427975.1	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides_bizhenqiangii
GCA_034427985.1	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides_renjunii
GCA_034428235.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio_alfacsensis
GCA_034429315.1	Bacteria	Chloroflexota	Ktedonobacteria	Thermogemmatisporales	Thermogemmatisporaceae	Thermogemmatispora	unclassified_Thermogemmatispora
GCA_034430815.1	Bacteria	Chloroflexota	Thermoflexia	Thermoflexales	Thermoflexaceae	Thermoflexus	unclassified_Thermoflexus
GCA_034431535.1	Bacteria	Chloroflexota	Chloroflexia	Chloroflexales	Chloroflexineae	Chloroflexaceae	Chloroflexus
GCA_034432235.1	Bacteria	Chloroflexota	Thermoflexia	Thermoflexales	Thermoflexaceae	Thermoflexus	unclassified_Thermoflexus
GCA_034432675.1	Bacteria	Chloroflexota	Chloroflexia	Chloroflexales	Chloroflexineae	Chloroflexaceae	Chloroflexus
GCA_034432735.1	Bacteria	Chloroflexota	Tepidiformia	Tepidiformales	Tepidiformaceae	Tepidiforma	unclassified_Tepidiforma
GCA_034433535.1	Bacteria	Chloroflexota	Tepidiformia	Tepidiformales	Tepidiformaceae	Tepidiforma	unclassified_Tepidiforma
GCA_034434295.1	Bacteria	Chloroflexota	Chloroflexia	Chloroflexales	Chloroflexineae	Chloroflexaceae	Chloroflexus
GCA_034434395.1	Bacteria	Chloroflexota	Thermoflexia	Thermoflexales	Thermoflexaceae	Thermoflexus	unclassified_Thermoflexus
GCA_034435895.1	Bacteria	Chloroflexota	Chloroflexia	Chloroflexales	Chloroflexineae	Chloroflexaceae	Chloroflexus
GCA_034436175.1	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Thermanaerothrix	unclassified_Thermanaerothrix
GCA_034438075.1	Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Acetobacterium	unclassified_Acetobacterium
GCA_034438195.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium_diphtheriae
GCA_034438595.1	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium_testaceum
GCA_034438915.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio_harveyi_group
GCA_034439435.1	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	unclassified_Clostridium
GCA_034439495.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Terricaulis	unclassified_Terricaulis
GCA_034440735.1	Bacteria	Thermotogati	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus
GCA_034447935.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella_enterica
GCA_034470605.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Candidatus_Midichloriaceae	Candidatus_Cyrtobacter	Candidatus_Cyrtobacter_comes
GCA_034479065.1	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Cellulophaga	Cellulophaga_lytica
GCA_034479125.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Kangiellales	Kangiellaceae	Kangiella	Kangiella_aquimarina
GCA_034479375.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Rhodopseudomonas	Rhodopseudomonas_palustris
GCA_034479555.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Chromohalobacter	Chromohalobacter_canadensis
GCA_034479635.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Thioalkalibacteraceae	Guyparkeria	Guyparkeria_halophila
GCA_034479735.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Salinicola	unclassified_Salinicola
GCA_034480385.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio_fluvialis
GCA_034491205.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Stenotrophomonas	Stenotrophomonas_maltophilia_group
GCA_034497705.1	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Marinococcus	Marinococcus_luteus
GCA_034497725.1	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_psychraquaticum
GCA_034505215.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Kosakonia	Kosakonia_sacchari
GCA_034505295.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea_eucrina
GCA_034505315.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas_sanguinis
GCA_034508925.1	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter_pylori
GCA_034519685.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sphaerotilaceae	Sphaerotilus	unclassified_Sphaerotilus
GCA_034520025.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax	unclassified_Rhodoferax
GCA_034520545.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	unclassified_Halomonas
GCA_034521535.1	Bacteria	Balneolota	Balneolia	Balneolales	Balneolaceae	Rhodohalobacter	unclassified_Rhodohalobacter
GCA_034523315.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Pseudotabrizicola	unclassified_Pseudotabrizicola
GCA_034531275.1	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium_aquimaris
GCA_034531335.1	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium_aquimaris
GCA_034531355.1	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microbacterium	unclassified_Microbacterium
GCA_034538775.1	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	Lysinibacillus_irui
GCA_034555175.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Lamprobacter	Lamprobacter_modestohalophilus
GCA_034555275.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	unclassified_Sphingomonas
GCA_034555315.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingosinicellaceae	Sphingosinicella	unclassified_Sphingosinicella
GCA_034555415.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter_johnsonii
GCA_034555895.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium_simiae_complex
GCA_034555935.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter_qingdaonensis
GCA_034555955.1	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium_simiae_complex
GCA_034555965.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Aquicoccus	unclassified_Aquicoccus
GCA_034556155.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	unclassified_Sphingomonas
GCA_034608895.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia_coli
GCA_034623725.1	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Pandoraea	Pandoraea_sputorum
GCA_034648895.1	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces_oris
GCA_034650275.1	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	unclassified_Acinetobacter
GCA_034651445.1	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Cytobacillus	unclassified_Cytobacillus
GCA_034651555.1	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Arenibacter	unclassified_Arenibacter
GCA_034651565.1	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium_group	Chryseobacterium
GCA_034651595.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium_durans
GCA_034652235.1	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Yoonia	unclassified_Yoonia
